customer_id,gender,location_type,cust_longitude,cust_latitude,akeed_order_id,item_count,grand_total,payment_mode,promo_code,vendor_discount_amount,promo_code_discount_percentage,is_favorite,is_rated,vendor_rating_x,vendor_id,LOCATION_NUMBER,LOCATION_TYPE,CID X LOC_NUM X VENDOR,latitude,longitude,vendor_category_en,delivery_charge,serving_distance,is_open,prepration_time,rank,primary_tags,vendor_rating_y,vendor_tag_name
12,male,Work,0.5679935257545307,0.5160154001922829,292843.0,3.0,13.6,1,0,0.0,0.0,No,Yes,3.0,148,0,Home,02Y4HXJ X 0 X 148,-0.4828653846153978,0.0759886363636465,Restaurants,0.7,15.0,1.0,16,1,134,4.1,"Breakfast,Burgers,Grills,Pizza,Sandwiches,Shawarma"
13,male,Other,0.0061029888482202,0.3964473965080267,231753.0,2.0,8.7,1,0,0.0,0.0,No,Yes,3.0,145,0,Home,036OYRE X 0 X 145,-0.6058922840442468,0.0729530596036363,Restaurants,0.0,15.0,0.0,10,1,0,3.2,"Arabic,Pizzas,Sandwiches"
14,male,Home,0.1458804545454426,-0.9854230769231233,249680.0,1.0,17.1,3,0,0.0,0.0,No,No,0.0,180,0,Home,037HIN2 X 0 X 180,-1.0589461538461884,0.0515679545454458,Restaurants,0.7,15.0,0.0,15,1,0,3.8,"Arabic,Grills,Indian,Pasta,Salads,Seafood,Soups,Sweets"
15,male,Other,-0.0018305562363546,-0.1247496643461697,251162.0,2.0,5.7,1,0,0.0,0.0,No,No,0.0,44,1,Other,03FKIZR X 1 X 44,-0.9365557692307772,0.0819329545453459,Restaurants,0.7,15.0,1.0,14,1,8,4.3,"American,Burgers,Fries,Sandwiches"
16,male,Home,-0.0484322727272938,-0.5091596153846643,236697.0,3.0,18.2,1,0,0.0,0.0,No,No,0.0,398,0,Home,03OEKF1 X 0 X 398,-0.6251269230769545,0.0994390909090859,Restaurants,0.7,15.0,1.0,15,1,0,4.2,"Omani,Arabic,Shuwa,Pasta,Rice,Soups,Lebanese"
17,female,Home,-0.0127274339227283,-0.0049683363654296,249793.0,1.0,9.2,1,0,0.0,0.0,No,No,0.0,84,0,Home,03WD28H X 0 X 84,-1.004923076923082,0.0787363636363481,Restaurants,0.0,15.0,1.0,14,1,90,4.3,"Burgers,Fries,Kids meal,Shawarma"
18,female,Work,0.0744728051749959,-1.073629766134582,329644.0,5.0,21.5,1,0,0.0,0.0,No,Yes,2.0,583,0,Work,043OOAD X 0 X 583,-0.5912730769230697,0.0955986363636933,Restaurants,0.7,15.0,1.0,10,1,134,4.3,"Fresh Juices,Sandwiches,Shawarma"
19,female,Other,-0.0927027697725149,-0.6639115692459674,362661.0,3.0,15.5,1,0,0.0,0.0,No,Yes,4.0,4,1,Home,045FUZC X 1 X 4,-0.588596153846155,0.7544340909088447,Restaurants,0.0,6.0,1.0,15,1,4,4.4,"Arabic,Breakfast,Burgers,Desserts,Free Delivery,Grills,Lebanese,Salads,Sandwiches,Shawarma"
20,male,Work,0.6323357044260934,-0.0490138463355826,298929.0,3.0,36.7,1,0,0.0,0.0,No,Yes,5.0,271,1,Work,046FK0C X 1 X 271,-0.3343403846134433,0.7263329545451348,Restaurants,0.7,5.0,1.0,11,1,134,4.5,"American,Burgers,Kids meal,Pasta,Sandwiches,Smoothies,Soups,Steaks"
21,male,Work,0.1300451809704522,-0.298241507961575,246387.0,3.0,10.9,1,0,0.0,0.0,No,No,0.0,90,0,Work,047LNHS X 0 X 90,-0.6010961538461602,0.0959977272724904,Restaurants,0.0,15.0,1.0,14,0,90,4.4,"American,Burgers,Desserts,Mojitos ,Pasta"
22,male,Other,0.0006359055886306,-0.1281534574423696,290472.0,2.0,10.3,2,0,0.0,0.0,No,Yes,5.0,105,1,Other,04O83N3 X 1 X 105,-0.9677692307692346,0.0808386363635615,Restaurants,0.0,15.0,1.0,12,1,134,4.5,"American,Burgers,Free Delivery,Hot Dogs,Pasta"
23,male,Home,-0.0721115994507832,-0.603898704450806,301204.0,2.0,7.0,1,0,0.0,0.0,Yes,Yes,5.0,55,2,Home,04TSSTV X 2 X 55,-1.1701538461538554,0.1034772727271104,Restaurants,0.7,10.0,1.0,19,1,21,4.5,"Breakfast,Desserts,Grills,Milkshakes,Salads,Sandwiches,Soups"
24,male,Home,0.62134595539108,-0.2353882950805887,235496.0,6.0,59.5,3,0,0.0,0.0,No,No,0.0,134,1,Home,04VLVWQ X 1 X 134,-0.056273076923028,0.6322886363636278,Restaurants,0.0,15.0,0.0,16,1,534,4.5,"Burgers,Healthy Food,Milkshakes,Sandwiches,Steaks"
25,male,Home,0.0410674101749918,0.4530116993076996,233585.0,2.0,13.3,1,0,0.0,0.0,No,No,0.0,86,1,Home,04VYBRM X 1 X 86,-0.4981346153846108,0.0580172727272977,Sweets & Bakes,0.0,15.0,1.0,13,1,336,4.5,"Cakes,Crepes,Desserts,Donuts,Fresh Juices,Ice creams,Milkshakes,Pancakes,Waffles"
26,male,Home,0.5738694972386357,-0.0122788770961545,258311.0,1.0,9.5,4,0,0.0,0.0,No,Yes,5.0,23,0,Home,055MN2K X 0 X 23,-0.5853846153845947,0.753811363636301,Restaurants,0.0,5.0,1.0,16,1,46,4.5,"Burgers,Desserts,Fries,Salads"
27,male,Home,0.0919886737272698,-1.2809376995961848,252744.0,2.0,4.6,1,0,0.0,0.0,No,No,0.0,189,0,Home,05LL4LB X 0 X 189,-0.8568561198788782,0.087738003241582,Restaurants,0.7,15.0,1.0,10,1,701,4.3,"Sandwiches,Shawarma,Fresh Juices,Mojitos,Milkshakes"
28,male,Home,0.6696218781545455,-0.3076380899038635,268504.0,4.0,70.8,1,0,0.0,0.0,No,No,0.0,188,4,Home,062LSV7 X 4 X 188,-0.4056604120789125,0.644401369039313,Restaurants,0.7,8.0,1.0,14,1,695,4.6,"Italian,Pasta,Pizzas,Salads,Sandwiches"
29,male,Home,0.3536129047295316,0.2099513498846558,260785.0,2.0,17.1,3,0,0.0,0.0,No,No,0.0,577,1,Home,062ZGPJ X 1 X 577,-0.7549000000000428,0.2197102272727858,Restaurants,0.7,8.0,1.0,5,1,15,4.5,"Burgers,Desserts,Family Meal,Salads"
30,female,Home,0.0056172869462336,0.1046386787178977,309337.0,1.0,14.1,1,0,0.0,0.0,No,Yes,3.0,225,1,Home,066NSPH X 1 X 225,-0.815323318553912,0.0914912908724802,Restaurants,0.0,15.0,1.0,10,1,346,4.2,"Breakfast,Free Delivery,Fresh Juices,Fries,Karak,Mojitos ,Rolls"
31,male,Home,0.683603950166743,-0.2118746301222217,228362.0,3.0,46.7,2,0,0.0,0.0,No,No,0.0,92,3,Home,067ZTKD X 3 X 92,-0.4921884615384525,0.7441604545452798,Restaurants,0.7,6.0,1.0,14,1,31,4.6,"Asian,Fresh Juices,Kids meal"
32,female,Other,0.4415343638409061,-0.2228354214999929,228199.0,6.0,14.7,2,0,0.0,0.0,No,No,0.0,195,1,Home,06F9LTV X 1 X 195,-0.7044673076923292,0.0569547727272672,Restaurants,0.7,15.0,1.0,15,1,0,4.2,"Burgers,Fries,Grills,Mishkak,Mojitos ,Sandwiches,Sweets"
33,male,Other,0.724822122802287,-0.6764045489615845,357302.0,1.0,8.4,1,0,0.0,0.0,No,Yes,1.0,676,2,Other,06KCWZW X 2 X 676,-0.1161730769230728,0.5707072727273654,Restaurants,0.7,14.0,1.0,10,1,2072,4.4,"Biryani,Desserts,Indian,Kebabs,Rice"
34,female,Home,-78.52838259090949,-0.5290703846154238,401206.0,1.0,8.8,4,0,0.0,0.0,No,Yes,5.0,216,1,Home,06SG2EQ X 1 X 216,-0.5875980769230975,0.7541936363633901,Restaurants,0.7,6.0,1.0,15,1,815,4.7,"Coffee,Organic"
35,female,Other,0.0789356060606366,-0.6091346153846181,247761.0,1.0,9.0,1,0,0.0,0.0,No,No,0.0,84,2,Other,072LAHO X 2 X 84,-1.004923076923082,0.0787363636363481,Restaurants,0.0,15.0,1.0,14,1,90,4.3,"Burgers,Fries,Kids meal,Shawarma"
36,male,Home,-0.0665893825295495,-1.018943765961506,242900.0,1.0,6.3,1,0,0.0,0.0,No,No,0.0,386,1,Home,078QLD4 X 1 X 386,-1.002136538459656,0.0786093181818521,Sweets & Bakes,0.0,15.0,1.0,15,0,1348,4.5,Churros
38,male,Other,0.1627864187413804,-0.6215715466868718,265748.0,3.0,23.6,4,0,0.0,0.0,No,Yes,4.0,288,1,Work,07DZ7A4 X 1 X 288,-0.5583846153845782,0.7407568181818039,Restaurants,0.0,6.0,1.0,15,1,204,4.6,"Asian,Desserts,Rice,Salads,Soups,Thai"
39,male,Other,0.3161760496686499,0.0290184331767172,248679.0,1.0,3.3,1,0,0.0,0.0,No,No,0.0,44,0,Other,07F37MR X 0 X 44,-0.9365557692307772,0.0819329545453459,Restaurants,0.7,15.0,1.0,14,1,8,4.3,"American,Burgers,Fries,Sandwiches"
40,male,Home,-0.0087340263045506,0.0347528863077294,242657.0,1.0,3.8,1,0,0.0,0.0,No,No,0.0,575,0,Home,07FE2FT X 0 X 575,-0.6106923076923403,0.0720909090909417,Sweets & Bakes,0.0,15.0,1.0,15,1,0,4.1,"Coffee,Pancakes,Spanish Latte,Waffles"
41,female,Home,0.4331755955568271,-0.2542222833653678,244897.0,3.0,15.0,3,0,0.0,0.0,No,No,0.0,79,2,Home,07SK0NA X 2 X 79,0.6346538461538463,0.5272545454546894,Restaurants,0.0,15.0,1.0,15,1,323,4.7,"Burgers,Desserts,Free Delivery,Pasta,Sandwiches"
42,female,Other,-0.0213694169354058,0.0003317622532933,238340.0,2.0,8.2,1,0,0.0,0.0,No,No,0.0,86,2,Work,088BPLC X 2 X 86,-0.4981346153846108,0.0580172727272977,Sweets & Bakes,0.0,15.0,1.0,13,1,336,4.5,"Cakes,Crepes,Desserts,Donuts,Fresh Juices,Ice creams,Milkshakes,Pancakes,Waffles"
43,female,Home,-0.0070424320704567,-0.1104602745384187,260066.0,1.0,20.9,1,0,0.0,0.0,No,No,0.0,299,0,Home,08ES9KZ X 0 X 299,-0.8188096153846912,0.1351238636363022,Restaurants,0.7,15.0,1.0,15,1,1065,4.2,"Combos,Fries,Mojitos ,Pasta,Sandwiches"
45,male,Home,-0.0166630797432016,-0.0366425614423215,390418.0,1.0,8.4,1,0,0.0,0.0,No,Yes,5.0,86,1,Home,08PSNX7 X 1 X 86,-0.4981346153846108,0.0580172727272977,Sweets & Bakes,0.0,15.0,1.0,13,1,336,4.5,"Cakes,Crepes,Desserts,Donuts,Fresh Juices,Ice creams,Milkshakes,Pancakes,Waffles"
46,male,Home,0.103639681818183,-0.813754615384634,242330.0,2.0,20.9,1,0,0.0,0.0,No,No,0.0,83,0,Home,08TXX9T X 0 X 83,-0.927944230769241,0.1458995454543045,Restaurants,0.7,15.0,1.0,15,1,0,4.2,"Breakfast,Desserts,Salads,Arabic"
47,male,Other,0.5837904707113589,0.0655758813076997,260355.0,1.0,7.9,4,0,0.0,0.0,No,No,0.0,295,1,Work,090HRC5 X 1 X 295,-0.491307692307707,0.7447204545456068,Restaurants,0.7,5.0,1.0,15,1,1088,4.7,"Coffee,Fresh Juices,Hot Chocolate,Sandwiches,Smoothies"
48,male,Home,0.1413874199431808,-0.608717119038474,233256.0,3.0,13.0,1,0,0.0,0.0,No,No,0.0,105,0,Home,092N1TK X 0 X 105,-0.9677692307692346,0.0808386363635615,Restaurants,0.0,15.0,1.0,12,1,134,4.5,"American,Burgers,Free Delivery,Hot Dogs,Pasta"
49,male,Work,0.1658467087909064,-0.3834585800000669,282705.0,1.0,7.3,1,0,0.0,0.0,No,Yes,5.0,386,0,Work,09K01P3 X 0 X 386,-1.002136538459656,0.0786093181818521,Sweets & Bakes,0.0,15.0,1.0,15,0,1348,4.5,Churros
50,male,Home,0.6169198435916489,-0.1104892390136814,286714.0,4.0,43.2,4,0,0.0,0.0,No,Yes,5.0,134,0,Home,09M8OKR X 0 X 134,-0.056273076923028,0.6322886363636278,Restaurants,0.0,15.0,0.0,16,1,534,4.5,"Burgers,Healthy Food,Milkshakes,Sandwiches,Steaks"
51,female,Work,0.481336113676294,-0.0728787012696482,246906.0,2.0,12.0,1,0,0.0,0.0,No,No,0.0,92,1,Home,09ON7ER X 1 X 92,-0.4921884615384525,0.7441604545452798,Restaurants,0.7,6.0,1.0,14,1,31,4.6,"Asian,Fresh Juices,Kids meal"
52,male,Home,0.5251044392397599,0.3760272709879496,347443.0,3.0,30.4,1,0,0.0,0.0,No,Yes,5.0,106,3,Home,09UOV4M X 3 X 106,0.6186153846153633,0.5271931818182224,Restaurants,0.0,15.0,1.0,10,1,32,4.5,"American,Burgers,Free Delivery,Hot Dogs,Pasta"
53,male,Other,-0.0499588870500068,-0.0073600608845827,336107.0,1.0,9.0,1,0,0.0,0.0,No,Yes,5.0,86,1,Home,09Z9QF9 X 1 X 86,-0.4981346153846108,0.0580172727272977,Sweets & Bakes,0.0,15.0,1.0,13,1,336,4.5,"Cakes,Crepes,Desserts,Donuts,Fresh Juices,Ice creams,Milkshakes,Pancakes,Waffles"
54,female,Work,-0.0928559129335199,0.1261710715196028,315246.0,2.0,9.0,1,0,0.0,0.0,No,Yes,5.0,195,1,Work,0A0K6JL X 1 X 195,-0.7044673076923292,0.0569547727272672,Restaurants,0.7,15.0,1.0,15,1,0,4.2,"Burgers,Fries,Grills,Mishkak,Mojitos ,Sandwiches,Sweets"
55,male,Other,0.5384681809613759,0.4520316817499956,370605.0,1.0,4.3,1,0,0.0,0.0,No,Yes,1.0,856,1,Work,0A41QYP X 1 X 856,0.2514692307692175,0.4836324999999767,Restaurants,0.0,7.0,1.0,10,1,2396,4.3,"American,Breakfast,Burgers,Cafe,Desserts,Free Delivery,Fries,Ice creams,Kids meal,Salads"
56,female,Other,0.4365500760590786,0.8648521289039,255378.0,5.0,30.7,1,0,0.0,0.0,No,No,0.0,106,0,Work,0A7B4ZD X 0 X 106,0.6186153846153633,0.5271931818182224,Restaurants,0.0,15.0,1.0,10,1,32,4.5,"American,Burgers,Free Delivery,Hot Dogs,Pasta"
57,female,Home,0.0652881210500508,-0.4024997423580932,335586.0,5.0,38.4,1,0,0.0,0.0,Yes,Yes,5.0,846,0,Home,0AAO8TP X 0 X 846,-0.44182307692315,0.0994793181817988,Restaurants,0.0,6.0,1.0,10,1,2396,4.1,"American,Breakfast,Burgers,Cafe,Desserts,Free Delivery,Fries,Ice creams,Kids meal,Salads"
58,male,Other,0.0346655721386279,-0.329455304346166,257584.0,1.0,4.6,1,0,0.0,0.0,No,No,0.0,148,1,Home,0AL7H0L X 1 X 148,-0.4828653846153978,0.0759886363636465,Restaurants,0.7,15.0,1.0,16,1,134,4.1,"Breakfast,Burgers,Grills,Pizza,Sandwiches,Shawarma"
59,female,Work,0.2294888421893093,-0.6402800565050594,328127.0,1.0,22.0,1,0,0.0,0.0,No,Yes,5.0,84,0,Work,0AS3T3Q X 0 X 84,-1.004923076923082,0.0787363636363481,Restaurants,0.0,15.0,1.0,14,1,90,4.3,"Burgers,Fries,Kids meal,Shawarma"
60,female,Home,0.5455815742272656,0.5890841985384043,250414.0,1.0,4.6,1,0,0.0,0.0,No,No,0.0,79,1,Home,0ASF917 X 1 X 79,0.6346538461538463,0.5272545454546894,Restaurants,0.0,15.0,1.0,15,1,323,4.7,"Burgers,Desserts,Free Delivery,Pasta,Sandwiches"
61,male,Home,0.1471525870440978,-0.7424987720378342,256709.0,2.0,17.7,1,0,0.0,0.0,No,No,0.0,86,0,Home,0B071OX X 0 X 86,-0.4981346153846108,0.0580172727272977,Sweets & Bakes,0.0,15.0,1.0,13,1,336,4.5,"Cakes,Crepes,Desserts,Donuts,Fresh Juices,Ice creams,Milkshakes,Pancakes,Waffles"
62,male,Home,0.5010428284881282,0.9192445923642958,356552.0,3.0,14.2,1,0,0.0,0.0,No,Yes,4.0,856,1,Home,0B7680O X 1 X 856,0.2514692307692175,0.4836324999999767,Restaurants,0.0,7.0,1.0,10,1,2396,4.3,"American,Breakfast,Burgers,Cafe,Desserts,Free Delivery,Fries,Ice creams,Kids meal,Salads"
63,male,Other,0.2708672501824256,0.0440325317783668,322813.0,2.0,13.0,1,0,0.0,0.0,No,Yes,5.0,578,2,Work,0BHOJIP X 2 X 578,0.5535730769231084,0.5313611363638088,Restaurants,0.7,15.0,0.0,10,1,134,4.3,"Fresh Juices,Sandwiches,Shawarma"
64,male,Home,0.6308118328602706,-0.2188120809363104,323690.0,3.0,34.5,1,0,0.0,0.0,No,Yes,4.0,134,3,Home,0BKG3DH X 3 X 134,-0.056273076923028,0.6322886363636278,Restaurants,0.0,15.0,0.0,16,1,534,4.5,"Burgers,Healthy Food,Milkshakes,Sandwiches,Steaks"
65,male,Home,0.5530953317727428,0.4652420663654064,260650.0,2.0,25.0,1,0,0.0,0.0,No,No,0.0,113,2,Work,0BTJE4G X 2 X 113,0.6301346153846158,0.5270522727271684,Restaurants,0.0,15.0,1.0,10,1,462,4.7,"Arabic,Desserts,Free Delivery,Indian"
67,female,Home,0.6142783409090894,-0.1326386538461887,285026.0,3.0,25.9,3,0,0.0,0.0,No,Yes,5.0,92,1,Home,0CPXPLF X 1 X 92,-0.4921884615384525,0.7441604545452798,Restaurants,0.7,6.0,1.0,14,1,31,4.6,"Asian,Fresh Juices,Kids meal"
68,female,Home,0.1407313455235004,-0.412484012984287,369243.0,1.0,5.6,1,0,0.0,0.0,No,Yes,1.0,846,0,Home,0CSCAH6 X 0 X 846,-0.44182307692315,0.0994793181817988,Restaurants,0.0,6.0,1.0,10,1,2396,4.1,"American,Breakfast,Burgers,Cafe,Desserts,Free Delivery,Fries,Ice creams,Kids meal,Salads"
69,male,Home,0.7493070452050568,-0.8714518957475615,393812.0,1.0,8.7,3,0,0.0,0.0,No,Yes,1.0,310,2,Home,0CVNXZN X 2 X 310,-0.0168288461538807,0.5145802272725669,Restaurants,0.7,15.0,1.0,13,1,1147,4.8,"Bagels,Desserts,Salads"
70,male,Home,0.6500851234250021,-0.0390335606923307,254293.0,3.0,14.7,2,0,0.0,0.0,No,No,0.0,104,1,Home,0D3N7RS X 1 X 104,-0.0324423076923163,0.6556363636363828,Restaurants,0.0,2.0,1.0,10,1,134,4.5,"American,Burgers,Free Delivery,Hot Dogs,Pasta"
71,male,Work,0.5540993782607143,0.6062333874600504,399318.0,2.0,7.3,4,0,0.0,0.0,No,Yes,5.0,79,0,Work,0DDLFSF X 0 X 79,0.6346538461538463,0.5272545454546894,Restaurants,0.0,15.0,1.0,15,1,323,4.7,"Burgers,Desserts,Free Delivery,Pasta,Sandwiches"
72,male,Home,-0.0652645927931807,-0.0129700811731035,260453.0,5.0,11.7,1,0,0.0,0.0,No,No,0.0,55,0,Home,0DK0V5Q X 0 X 55,-1.1701538461538554,0.1034772727271104,Restaurants,0.7,10.0,1.0,19,1,21,4.5,"Breakfast,Desserts,Grills,Milkshakes,Salads,Sandwiches,Soups"
73,female,Home,0.6230024322867549,-0.0134427832624723,325874.0,3.0,22.0,1,0,0.0,0.0,No,Yes,5.0,547,0,Home,0DO8QY5 X 0 X 547,0.0490192307691995,0.6053684090909168,Restaurants,0.7,10.0,1.0,10,1,28,4.4,"Fresh Juices,Lebanese,Sandwiches,Shawarma"
74,male,Home,-0.0639995499954408,-0.0789463373460989,245246.0,1.0,7.6,2,0,0.0,0.0,No,No,0.0,90,3,Home,0DOHXFH X 3 X 90,-0.6010961538461602,0.0959977272724904,Restaurants,0.0,15.0,1.0,14,0,90,4.4,"American,Burgers,Desserts,Mojitos ,Pasta"
75,male,Other,0.5197895450227265,-0.1209826908269353,248337.0,1.0,0.0,5,1,0.0,0.0,No,No,0.0,43,0,Other,0DT7TCF X 0 X 43,-0.1150096153846109,0.5459734090908435,Restaurants,0.7,15.0,1.0,15,1,8,4.3,"American,Burgers,Fries,Sandwiches"
76,male,Other,0.0950327277272808,-0.739036700115425,367985.0,4.0,12.8,1,0,0.0,0.0,No,Yes,5.0,189,1,Work,0DYJLOF X 1 X 189,-0.8568561198788782,0.087738003241582,Restaurants,0.7,15.0,1.0,10,1,701,4.3,"Sandwiches,Shawarma,Fresh Juices,Mojitos,Milkshakes"
77,male,Home,0.4714271432974107,-0.0004316258008102,342147.0,4.0,19.8,1,0,0.0,0.0,No,Yes,5.0,79,3,Home,0ECDDSB X 3 X 79,0.6346538461538463,0.5272545454546894,Restaurants,0.0,15.0,1.0,15,1,323,4.7,"Burgers,Desserts,Free Delivery,Pasta,Sandwiches"
78,male,Home,0.2016663636363648,-0.5739788461538315,256906.0,2.0,3.4,1,0,0.0,0.0,No,No,0.0,55,0,Home,0EFOYKO X 0 X 55,-1.1701538461538554,0.1034772727271104,Restaurants,0.7,10.0,1.0,19,1,21,4.5,"Breakfast,Desserts,Grills,Milkshakes,Salads,Sandwiches,Soups"
79,male,Work,0.352786431818187,0.1885036538461262,239502.0,2.0,31.0,1,0,0.0,0.0,No,No,0.0,259,3,Work,0EFSYC0 X 3 X 259,0.0258211538481081,0.5515938636360602,Restaurants,0.0,15.0,1.0,15,1,134,4.3,"American,Burgers,Kids meal,Pasta,Sandwiches,Smoothies,Soups,Steaks"
80,male,Home,0.5102658346295345,0.1201522610698391,399830.0,4.0,24.5,2,0,0.0,0.0,No,Yes,5.0,681,3,Home,0EJIU3Y X 3 X 681,-0.5953249999999973,0.0956388636363093,Restaurants,0.7,15.0,1.0,10,1,2072,4.4,"Biryani,Desserts,Indian,Kebabs,Rice"
81,male,Other,0.110749277878888,-0.0341706829930427,255142.0,3.0,19.8,2,0,0.0,0.0,No,No,0.0,289,1,Home,0EP019J X 1 X 289,-1.0073846153846229,0.0792204545453472,Restaurants,0.7,15.0,1.0,15,1,8,4.5,"American,Burgers,Fries,Mojitos "
82,female,Other,0.072901937094582,-0.551668897577146,361309.0,2.0,10.9,1,0,0.0,0.0,Yes,Yes,5.0,86,1,Other,0ESSD9Z X 1 X 86,-0.4981346153846108,0.0580172727272977,Sweets & Bakes,0.0,15.0,1.0,13,1,336,4.5,"Cakes,Crepes,Desserts,Donuts,Fresh Juices,Ice creams,Milkshakes,Pancakes,Waffles"
83,female,Other,0.4468670454545296,0.2901269230769265,236651.0,2.0,21.7,1,0,0.0,0.0,No,Yes,5.0,157,1,Home,0EUY67F X 1 X 157,0.0558846153846044,0.5339954545452126,Restaurants,0.7,15.0,1.0,15,1,297,4.3,"Biryani,Desserts,Indian,Rice,Thali,Vegetarian"
84,female,Home,0.2700796500093213,-0.2195090972266026,311803.0,10.0,32.1,1,0,0.0,0.0,No,Yes,5.0,43,0,Home,0EY4ZBG X 0 X 43,-0.1150096153846109,0.5459734090908435,Restaurants,0.7,15.0,1.0,15,1,8,4.3,"American,Burgers,Fries,Sandwiches"
85,male,Home,-3.792909546844363e-05,-0.1181087526922825,259976.0,1.0,8.4,1,0,0.0,0.0,No,No,0.0,86,2,Home,0F01IOM X 2 X 86,-0.4981346153846108,0.0580172727272977,Sweets & Bakes,0.0,15.0,1.0,13,1,336,4.5,"Cakes,Crepes,Desserts,Donuts,Fresh Juices,Ice creams,Milkshakes,Pancakes,Waffles"
86,male,Work,-0.1829004645696624,-0.8916115436525033,301690.0,2.0,32.9,1,0,0.0,0.0,No,Yes,3.0,188,3,Home,0F3X3SF X 3 X 188,-0.4056604120789125,0.644401369039313,Restaurants,0.7,8.0,1.0,14,1,695,4.6,"Italian,Pasta,Pizzas,Salads,Sandwiches"
